# Constructed from biom file
#OTU.ID	IA66.10.mos	IA66.1yr	IA66.20mo	IA66.d0	IA66.d125	IA66.d35	IA66.pre	KF35.10.mos	KF35.1yr	KF35.d0	KF35.d35	KF35.pre	KG04.10.mos	KG04.19mo	KG04.1yr	KG04.d0	KG04.d125	KG04.d35	KG04.pre	KG56.10.mos	KG56.1yr	KG56.d0	KG56.d125	KG56.d35	KG56.pre	KT85.10.mos	KT85.1yr	KT85.20mo	KT85.d0	KT85.d125	KT85.pre	KV82.10.mos	KV82.19mo	KV82.1yr	KV82.d0	KV82.d125	KV82.d35	KV82.pre	Consensus.Lineage
1674923	6	0	0	0	0	2	0	0	0	1	4	0	2	0	0	0	0	2	0	1	0	1	4	1	1	0	1	1	2	1	2	4	0	0	3	0	1	3	k__Archaea; p__Euryarchaeota; c__Thermococci; o__Thermococcales; f__Thermococcaceae; g__Thermococcus; s__sp. 2319x1
1675036	127	2548	39	105	86	76	196	199	536	201	48	1621	97	691	115	188	178	241	238	746	193	67	100	179	1277	129	1265	677	969	182	625	89	463	133	187	140	262	459	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Megasphaera; s__hexanoica
1675686	131	48	8	53	45	39	110	37	50	18	19	45	63	71	78	32	59	36	87	33	67	42	45	43	99	106	50	72	43	46	65	68	49	98	72	19	11	82	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Acidiferrobacterales; f__Acidiferrobacteraceae; g__Sulfurifustis; s__variabilis
1676181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Viruses; p__; c__; o__Herpesvirales; f__Microviridae; g__; s__Chimpanzee faeces associated microphage 1
1676182	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Viruses; p__; c__; o__Herpesvirales; f__Microviridae; g__; s__Chimpanzee faeces associated microphage 2
1677857	94	267	15	42	48	45	98	86	73	49	21	90	86	90	110	109	62	74	133	128	115	66	69	68	152	111	82	175	88	58	139	64	61	91	64	43	21	135	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Herbivorax; s__saccincola
1678028	45	44	1	18	9	12	53	10	21	9	9	24	42	34	34	10	17	11	30	14	47	9	25	16	49	37	19	27	15	9	26	20	22	21	12	16	4	33	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__sp. NR 4-1
1678128	37	66	6	15	24	10	32	20	21	11	5	19	19	28	19	1	3	10	40	15	20	7	12	6	24	32	27	25	5	17	13	16	14	18	15	12	17	22	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Limnohabitans; s__sp. 63ED37-2
1678129	11	23	2	23	8	9	51	31	16	17	21	30	22	22	21	11	12	11	11	41	31	12	14	7	30	33	35	22	15	8	22	10	44	20	14	24	41	20	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Limnohabitans; s__sp. 103DPR2
1678678	12	3	1	2	4	10	20	0	11	1	0	8	5	7	8	0	5	1	19	3	7	10	5	6	12	8	8	10	6	5	14	5	0	5	7	5	2	11	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__sp. HB1
1679001	26	179	10	16	35	15	97	197	46	23	26	84	32	182	23	22	24	24	43	60	120	16	13	17	86	51	90	65	36	46	66	36	597	43	124	113	146	107	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Histophilus; s__Pasteurellaceae bacterium NI1060
1679096	2	10	1	7	5	3	11	4	2	3	1	12	3	6	2	1	4	3	14	3	6	5	5	10	15	7	4	7	6	3	5	3	4	4	8	2	0	2	k__Archaea; p__Euryarchaeota; c__Halobacteria; o__Halobacteriales; f__Haloarculaceae; g__Halorhabdus; s__Haloarculaceae archaeon HArcel1
1679444	108	92	13	67	52	76	141	53	82	36	36	84	93	103	143	53	87	43	91	62	122	83	77	90	157	140	74	116	68	75	105	91	71	118	90	43	28	110	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia; s__glycaniphila
1679721	440	1769	87	224	378	195	496	816	582	323	251	670	558	501	487	229	304	334	580	536	631	180	233	252	575	506	549	717	363	185	366	445	646	934	348	181	274	815	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Herbinix; s__luporum
1682113	16	28	4	7	13	5	26	1	11	10	4	29	9	39	22	5	7	3	22	13	16	11	6	11	18	19	20	15	7	16	23	12	15	22	10	11	4	20	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Mycobacteriaceae; g__Mycobacterium; s__sp. YC-RL4
1685010	26	35	8	36	6	7	21	41	55	9	13	55	32	40	87	53	18	25	23	23	47	19	12	27	13	26	24	31	24	16	30	39	46	32	25	26	25	49	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Chryseobacterium; s__glaciei
1686310	40	76	22	45	22	68	89	25	53	39	31	113	56	58	49	57	32	33	44	87	71	39	45	28	60	92	77	57	21	32	99	29	67	66	37	37	18	66	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bartonellaceae; g__Bartonella; s__apis
1690221	21	6	1	5	5	9	29	10	6	7	3	24	18	25	14	4	13	8	16	14	21	10	4	12	26	10	21	29	10	8	12	13	8	25	7	3	9	34	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__spongiicola
1690248	2	12	1	3	5	0	5	4	2	1	2	1	0	2	2	0	1	1	2	3	3	0	1	3	3	2	1	0	2	0	3	0	3	1	1	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. LS16
1690684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Viruses; p__; c__; o__Caudovirales; f__Siphoviridae; g__L5virus; s__Mycobacterium phage Phlei
1690815	21	14	2	7	10	7	19	6	21	2	1	5	17	14	20	2	12	1	10	10	9	8	8	8	26	15	12	13	7	6	9	20	11	10	2	0	4	15	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Pseudonocardia; s__sp. HH130630-07
1691958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Viruses; p__; c__; o__Caudovirales; f__Siphoviridae; g__; s__Brevibacillus phage Sundance
1692041	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Acidiferrobacterales; f__Acidiferrobacteraceae; g__; s__
1692238	3	54	30	7	12	7	14	32	7	10	6	26	20	18	7	7	5	5	13	15	12	5	4	5	14	13	12	22	13	7	18	11	20	14	9	7	5	18	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Enterobacter; s__sp. FY-07
1695218	136	84	28	48	109	55	160	189	133	42	29	175	882	608	896	567	466	706	100	569	107	152	97	81	224	126	331	141	43	277	98	207	423	203	157	118	28	157	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__sp. 32O-W
1696072	2	3	0	1	1	0	10	0	2	1	0	0	0	0	6	4	0	2	3	1	1	5	2	5	5	1	1	2	1	0	0	0	0	1	5	0	0	1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__sp. CGR1
1697043	58	37	2	14	44	20	46	19	36	8	6	25	24	28	29	18	16	8	46	17	33	15	20	25	42	39	31	19	14	17	35	16	17	39	17	10	5	37	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Bordetella; s__sp. H567
1697053	16	99	4	17	8	6	21	19	2	9	18	35	10	18	18	13	14	12	37	5	9	8	13	6	12	16	16	21	13	4	15	8	18	7	15	14	4	27	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Oblitimonas; s__alkaliphila
1699621	3	29	42	3	8	3	3	16	8	12	9	6	3	6	7	5	1	4	8	1	6	5	2	2	3	4	24	20	4	2	12	2	13	7	4	6	27	10	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Psychrobacter; s__sp. P11F6
1699622	2	11	0	1	2	1	1	0	0	0	0	2	3	2	1	0	0	1	3	3	0	1	1	1	1	1	2	1	1	1	2	2	0	7	1	0	0	3	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Psychrobacter; s__sp. P2G3
1699623	2	27	2	1	2	4	3	0	2	2	3	2	2	3	3	4	1	4	1	3	11	6	1	1	3	6	3	2	1	1	4	0	11	5	2	7	1	6	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Psychrobacter; s__sp. P11G3
1699624	0	1	0	0	2	1	1	1	0	2	0	4	1	1	0	3	0	2	3	0	2	3	2	1	1	0	0	1	0	1	6	0	1	0	2	0	4	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Psychrobacter; s__sp. P11G5
1701810	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	2	1	0	1	1	1	0	0	0	0	1	2	0	2	2	1	0	1	k__Viruses; p__; c__; o__Caudovirales; f__Myoviridae; g__T4virus; s__Citrobacter phage Margaery
1701814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Viruses; p__; c__; o__Caudovirales; f__Siphoviridae; g__Phietavirus; s__Streptococcus phage phiARI0131-2
1701826	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Viruses; p__; c__; o__Caudovirales; f__Siphoviridae; g__; s__Streptococcus phage phiARI0462
1701828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Viruses; p__; c__; o__Caudovirales; f__Siphoviridae; g__Sfi21dt1virus; s__Streptococcus phage phiARI0468-2
1701830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Viruses; p__; c__; o__Caudovirales; f__Siphoviridae; g__Ab18virus; s__Streptococcus phage phiARI0468-4
1701837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	k__Viruses; p__; c__; o__Caudovirales; f__Siphoviridae; g__T5virus; s__Streptococcus phage phiARI0746
1701842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Viruses; p__; c__; o__Caudovirales; f__Siphoviridae; g__; s__Streptococcus phage phiARI0923
1701850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Viruses; p__; c__; o__Caudovirales; f__Podoviridae; g__; s__Streptococcus phage A25
1702043	2	0	0	5	0	0	3	1	1	0	0	3	5	1	0	1	0	0	1	1	6	0	2	2	0	2	6	7	3	2	4	1	1	3	2	2	0	1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Kocuria; s__sp. BT304
1702170	4	19	1	7	4	3	2	4	4	6	1	10	4	26	8	4	2	6	17	3	3	5	3	3	7	9	6	2	4	3	4	6	7	2	2	2	7	17	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Citrobacter; s__sp. FDAARGOS_156
1702221	454	131	54	147	95	120	267	246	170	135	88	288	311	199	285	131	113	133	267	233	288	132	115	116	346	356	187	277	233	95	228	219	250	253	180	127	84	320	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Faecalibaculum; s__rodentium
1702238	19	5	2	2	2	0	6	8	9	2	1	13	8	6	13	0	10	7	2	3	4	5	4	4	5	6	8	6	4	3	7	5	5	15	1	1	1	19	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__sp. MF28
1702287	89	306	11	33	63	34	74	76	99	64	22	228	58	79	91	68	49	55	112	101	81	65	85	69	166	67	177	199	108	72	167	56	95	108	75	50	57	137	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Negativicoccus; s__massiliensis
1702325	69	27	5	12	19	36	53	14	15	11	14	29	29	34	40	22	16	11	36	12	21	12	15	15	26	40	31	45	16	18	34	29	27	36	20	10	19	44	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Chelatococcaceae; g__Chelatococcus; s__sp. CO-6
1703250	2	0	0	1	1	1	3	4	3	4	1	1	0	2	3	4	0	1	4	2	20	1	2	2	2	1	3	1	1	3	12	11	6	15	1	0	7	16	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Citrobacter; s__sp. CRE-46
1703960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Rhizobium; s__sp. N113
1703969	2	1	1	3	3	1	2	0	0	0	0	0	0	0	1	0	0	0	3	1	3	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Rhizobium; s__sp. N324
1704044	55	18	2	8	43	30	59	36	32	13	8	53	43	41	40	22	23	14	38	29	25	21	22	28	46	33	23	37	21	13	33	38	29	54	30	10	3	36	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. ERGS1:01
1704307	42	18	8	29	4	24	23	18	23	12	21	12	10	29	44	9	14	23	32	13	35	21	10	23	28	49	38	53	19	22	15	28	41	35	30	10	13	32	k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__; f__; g__Candidatus Xiphinematobacter; s__sp. Idaho Grape
1704499	24	68	8	8	10	12	27	15	17	9	5	31	37	18	38	30	22	31	18	22	16	32	18	14	42	25	34	19	10	26	22	13	28	17	20	10	9	23	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylovulum; s__psychrotolerans
1705353	16	23	6	5	3	3	12	10	7	10	4	23	26	33	18	6	13	7	12	9	13	4	3	1	17	33	16	12	16	3	5	11	24	11	8	10	16	24	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Aurantimicrobium; s__
1705394	1	20	2	1	0	6	4	4	4	4	3	1	2	6	5	6	2	1	3	5	1	16	14	10	1	5	4	4	1	13	11	3	9	5	10	7	2	2	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Thiotrichaceae; g__Candidatus Thioglobus; s__autotrophicus
1705566	37	49	7	15	22	20	23	47	37	23	9	59	45	37	35	17	21	30	25	52	34	14	9	23	58	53	38	47	35	13	54	43	66	38	31	23	34	42	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__sp. FJAT-18017
1705617	9	4	1	6	1	3	1	6	2	6	6	3	11	8	9	5	2	6	5	8	11	4	2	4	11	10	6	6	19	0	6	0	22	9	3	4	6	8	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__sp. oral taxon 323
1706369	4	4	1	3	0	7	6	4	4	5	3	4	4	5	3	10	2	4	5	5	10	4	3	11	14	4	9	5	4	7	12	2	1	2	3	1	0	4	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__; g__; s__
1706371	33	4	3	14	2	18	64	11	8	0	1	5	9	25	80	20	13	15	14	3	20	10	7	9	17	27	13	25	13	7	7	40	3	30	10	4	6	30	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Cellvibrionaceae; g__; s__
1706372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Halieaceae; g__; s__
1706375	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Spongiibacteraceae; g__; s__
1707785	81	23	6	28	15	21	38	17	26	12	10	41	34	21	19	14	21	9	37	13	39	18	22	23	34	58	29	55	24	25	26	31	15	33	18	8	9	61	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__sp. WG5
1712654	1	17	0	1	1	0	0	2	3	0	1	7	1	5	5	0	3	1	2	4	5	10	5	4	9	2	4	2	1	4	5	5	4	7	1	1	1	4	k__Archaea; p__Euryarchaeota; c__Thermococci; o__Thermococcales; f__Thermococcaceae; g__Thermococcus; s__piezophilus
1712675	131	68	13	48	14	26	130	124	75	55	46	141	115	79	80	63	43	59	92	154	86	71	60	103	184	140	97	196	124	64	155	71	89	87	53	30	26	134	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Turicibacter; s__sp. H121
1714373	40	11	5	19	24	11	42	9	13	4	7	12	26	10	31	6	12	9	35	13	33	8	23	22	27	35	22	29	9	16	22	34	10	32	18	8	4	51	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__sp. No. 7
1715860	0	1	0	0	0	0	0	0	0	0	2	0	1	2	0	1	0	1	4	4	8	0	1	2	0	1	3	0	3	0	1	5	4	1	0	1	0	3	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__sp. AntiMn-1
1715989	45	54	5	13	24	25	59	19	11	4	16	27	12	32	29	16	16	12	35	11	30	22	19	19	36	24	26	24	14	13	21	14	5	23	17	3	8	12	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira; s__Candidatus Nitrospira inopinata
1716143	199	179	14	42	74	58	153	137	88	32	19	97	93	69	111	55	37	37	129	62	115	74	61	71	138	141	105	114	65	60	113	76	54	105	51	24	24	119	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Pseudodesulfovibrio; s__indicus
1717717	87	180	34	82	25	57	135	177	100	64	63	160	184	165	206	119	115	144	78	122	135	149	51	86	216	146	198	80	86	60	79	111	174	123	80	139	80	84	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Marinilabiliales; f__Marinifilaceae; g__; s__Marinifilaceae bacterium SPP2
1718278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Viruses; p__; c__; o__Caudovirales; f__Siphoviridae; g__Sfi21dt1virus; s__Brucella phage BiPBO1
1719140	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	k__Viruses; p__; c__; o__Caudovirales; f__Myoviridae; g__; s__Klebsiella phage vB_KpnM_KB57
1720323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	k__Viruses; p__; c__; o__Caudovirales; f__Podoviridae; g__Bcep22virus; s__
1720343	0	4	0	0	0	0	1	0	2	0	2	1	0	5	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	2	1	1	1	2	2	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas; s__sp. 1_2015MBL_MicDiv
1720344	4	17	1	6	6	2	1	3	4	8	5	12	6	16	4	0	7	0	5	3	6	1	11	4	17	5	5	8	1	4	6	7	16	10	2	4	0	5	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Psychrobacter; s__sp. AntiMn-1
1721091	39	38	7	52	6	7	47	87	31	33	42	47	41	81	38	17	32	17	15	37	57	24	12	22	18	74	106	42	28	16	23	32	68	38	20	19	55	33	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Chryseobacterium; s__sp. IHB B 17019
1723645	1	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	1	3	0	0	0	0	3	0	0	0	2	0	0	1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Nocardiaceae; g__Rhodococcus; s__sp. 008
1725232	34	125	3	10	19	17	58	15	19	11	6	17	37	29	63	6	34	38	40	23	18	12	17	22	31	42	19	36	16	29	30	26	26	45	24	22	9	36	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio; s__Candidatus Desulfovibrio trichonymphae
1725411	39	14	5	12	11	16	32	19	14	4	5	20	9	23	38	13	11	17	35	20	29	25	15	23	42	26	30	32	15	15	22	28	10	39	25	8	5	29	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__sp. CdTB01
1727163	45	58	12	48	14	17	66	57	39	55	61	84	67	106	70	25	37	48	32	42	76	42	25	26	41	65	50	52	46	19	40	66	114	60	35	26	90	60	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cyclobacteriaceae; g__Algoriphagus; s__sp. M8-2
1727164	11	35	6	15	12	11	22	23	14	58	59	81	41	51	30	24	22	16	16	37	23	17	13	12	29	42	23	20	48	7	25	13	77	28	28	38	57	30	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__sp. PACM 27299
1727196	2	8	0	0	2	8	2	6	8	6	1	4	7	8	10	2	4	5	11	8	12	0	1	3	10	21	9	7	6	9	11	6	4	2	3	1	0	12	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylomonas; s__sp. DH-1
1727214	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Nocardiaceae; g__Rhodococcus; s__sp. H-CA8f
1729720	13	24	1	10	6	4	9	10	10	13	15	22	18	8	18	13	9	10	18	17	10	26	14	14	13	8	16	18	11	3	17	11	17	22	4	8	8	17	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Salegentibacter; s__sp. T436
1732064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	k__Viruses; p__; c__; o__Caudovirales; f__Siphoviridae; g__; s__Staphylococcus phage StB20-like
1735591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Viruses; p__; c__; o__Caudovirales; f__Podoviridae; g__T7virus; s__Yersinia phage vB_YenP_AP10
1736046	11	1	2	2	3	17	7	7	4	1	6	9	7	13	1	7	1	3	5	5	16	7	3	5	17	7	7	11	4	7	2	5	9	12	4	0	3	11	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__sp. SM18
1736674	30	11	9	3	10	4	9	19	3	4	2	37	31	28	30	41	10	26	10	19	10	27	6	10	35	15	29	25	18	12	10	6	11	4	16	4	4	19	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Algibacter; s__alginicilyticus
1736675	73	35	7	28	34	43	47	25	37	19	23	48	33	35	71	11	34	13	58	24	55	25	40	22	63	66	48	54	18	25	39	41	38	37	22	17	16	47	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__sp. A16
1736691	19	15	4	20	15	22	29	5	15	5	5	12	14	13	19	15	15	3	31	12	19	21	21	13	25	11	21	18	16	20	19	27	7	23	15	2	7	17	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Aeromicrobium; s__choanae
1737359	28	12	1	5	19	19	12	6	17	2	0	10	9	15	19	4	8	8	10	14	8	9	10	13	17	24	10	16	6	11	9	11	4	19	14	4	4	21	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Gordoniaceae; g__Gordonia; s__sp. 1D
1737404	11	3	1	1	0	1	17	1	13	2	5	14	7	1	0	1	3	1	3	16	4	2	3	4	2	7	1	9	1	11	3	0	10	17	3	3	0	22	k__Bacteria; p__Firmicutes; c__Tissierellia; o__; f__; g__; s__
1737405	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	0	2	0	0	0	1	1	0	1	k__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__; g__; s__
1737425	42	27	6	15	29	15	15	12	15	9	7	8	30	13	30	18	19	19	28	15	40	15	20	23	35	29	28	32	14	15	18	17	10	47	18	9	6	40	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__provencense
1737490	7	46	2	6	2	3	7	11	7	8	5	9	10	15	5	3	10	5	21	1	17	5	12	7	11	8	11	7	4	2	2	1	12	11	1	14	6	11	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Cellvibrionaceae; g__Agarilytica; s__rhodophyticola
